Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
OAS1		1	1	200	0.5%	No
THRAP3		10	10	2272	0.4%	No
OAS2		1	1	200	0.5%	No
DDAH2		1	1	200	0.5%	No
OAS3		1	1	200	0.5%	No
CDH11		2	2	1525	0.1%	Yes
COL6A1		3	3	1675	0.2%	No
ZPBP2		1	1	200	0.5%	No
CDH13		1	1	200	0.5%	No
COL6A3		1	1	200	0.5%	No
COL6A6		11	11	1725	0.6%	No
AKNAD1		2	2	1525	0.1%	No
CDH16		3	3	597	0.5%	No
CDH18		4	4	1525	0.3%	No
CDH19		3	3	1725	0.2%	No
LTF		1	1	200	0.5%	No
ATP1A3		1	1	200	0.5%	No
ATP1A2		4	4	1725	0.2%	No
ATP1A1		2	2	200	1.0%	Yes
LIN9		2	2	200	1.0%	No
ERICH5		2	2	1525	0.1%	No
ERICH6		18	18	2122	0.8%	No
OGFRL1		3	3	1725	0.2%	No
ALDH1B1		2	2	1525	0.1%	No
FAM120C		2	2	200	1.0%	No
ERICH3		2	2	200	1.0%	No
SNCG		2	2	1525	0.1%	No
CHSY3		1	1	200	0.5%	No
OPCML		2	2	1525	0.1%	No
NOS2		3	3	1725	0.2%	No
LUM		1	1	200	0.5%	No
DAW1		2	2	1525	0.1%	No
SLC4A7		4	4	200	2.0%	No
SLFNL1		5	5	2122	0.2%	No
KANSL1		7	7	2272	0.3%	No
KANSL3		1	1	200	0.5%	No
PAXBP1		2	2	1525	0.1%	No
ZDBF2		4	4	1525	0.3%	No
PREX2		5	5	1725	0.3%	Yes
PREX1		2	2	200	1.0%	No
MPRIP		2	2	1525	0.1%	No
LIPJ		1	1	200	0.5%	No
SAMD11		1	1	200	0.5%	No
DAXX		4	4	597	0.7%	Yes
STARD4		2	2	1525	0.1%	No
CRIPTO		3	3	1725	0.2%	No
PDYN		2	2	1525	0.1%	No
SLC5A6		1	1	200	0.5%	No
SLC5A8		4	4	1725	0.2%	No
SLC5A9		1	1	200	0.5%	No
PADI2		2	2	1525	0.1%	No
CFAP61		3	3	597	0.5%	No
MTMR1		2	2	200	1.0%	No
MTMR2		1	1	150	0.7%	No
MTMR3		7	7	2122	0.3%	No
PARPBP		2	1	200	0.5%	No
MTMR8		8	8	2122	0.4%	No
SLC5A1		4	4	1525	0.3%	No
SLC5A2		1	1	200	0.5%	No
MTMR4		1	1	200	0.5%	No
LY9		3	3	1725	0.2%	No
SLC5A3		2	2	1525	0.1%	No
SLC5A4		2	2	1525	0.1%	No
HACD4		1	1	200	0.5%	No
FAM221A		2	2	200	1.0%	No
KLRK1		3	3	597	0.5%	No
VTI1A		2	2	1525	0.1%	No
CFAP65		7	7	1725	0.4%	No
PPARGC1B		4	4	1725	0.2%	No
B3GALNT2		1	1	200	0.5%	No
NAPSA		3	3	597	0.5%	No
FYB2		5	5	2122	0.2%	No
HACE1		2	2	350	0.6%	No
CFAP70		2	2	1525	0.1%	No
AZU1		1	1	150	0.7%	No
PCDHGA10		3	3	597	0.5%	No
MLLT10		1	1	150	0.7%	Yes
UCK2		1	1	200	0.5%	No
PCDHGA12		1	1	200	0.5%	No
NOX3		3	3	597	0.5%	No
CDIN1		1	1	200	0.5%	No
EFCC1		6	6	1525	0.4%	No
CFAP77		3	3	597	0.5%	No
LITAF		4	4	1525	0.3%	No
TRIOBP		2	2	1525	0.1%	No
EEA1		1	1	200	0.5%	No
FLVCR1		3	3	1725	0.2%	No
FLVCR2		2	2	200	1.0%	No
RIPK3		1	1	200	0.5%	No
ELOVL5		3	3	200	1.5%	No
RIPK4		3	3	1725	0.2%	No
NSUN3		2	2	1525	0.1%	No
NSUN6		2	2	200	1.0%	No
ELOVL7		2	2	1525	0.1%	No
POU5F1		3	3	597	0.5%	Yes
SUMF2		1	1	200	0.5%	No
SLC29A4		1	1	200	0.5%	No
OR10H1		1	1	200	0.5%	No
DOCK8-AS1		2	2	1525	0.1%	No
OR10H4		1	1	200	0.5%	No
FSTL1		4	4	1525	0.3%	Yes
STYXL2		3	3	1525	0.2%	No
STYXL1		1	1	200	0.5%	No
RECQL5		1	1	200	0.5%	No
CARNS1		4	4	1525	0.3%	No
EVC2		6	6	1725	0.3%	No
P2RY13		1	1	200	0.5%	No
UTP6		2	2	1525	0.1%	No
P2RY11		2	2	1525	0.1%	No
ANKIB1		1	1	200	0.5%	No
OR14A16		1	1	200	0.5%	No
UTP3		1	1	200	0.5%	No
OR10G3		1	1	200	0.5%	No
SAMD4A		2	2	1525	0.1%	No
YLPM1		4	4	1525	0.3%	No
SAMD4B		2	2	1525	0.1%	No
VWA3A		3	3	1725	0.2%	No
VWA3B		10	10	2122	0.5%	No
GATAD2B		3	3	597	0.5%	No
STXBP5L		3	3	597	0.5%	No
FOXR1		1	1	200	0.5%	No
LYRM4		1	1	150	0.7%	No
OR10G7		1	1	200	0.5%	No
ZNF697		2	2	1525	0.1%	No
MYLK2		3	3	597	0.5%	No
CXCL16		3	2	200	1.0%	No
STK10		2	2	200	1.0%	No
STK11		2	2	1525	0.1%	Yes
ATCAY		1	1	200	0.5%	No
SLC25A41		4	4	1525	0.3%	No
SLC16A6		2	1	200	0.5%	No
SLC16A7		7	7	1725	0.4%	No
SLC25A40		2	2	1525	0.1%	No
ZNF689		3	3	597	0.5%	No
SLC16A8		2	2	1525	0.1%	No
SLC25A42		4	4	1525	0.3%	No
ZNF687		24	24	2122	1.1%	No
SLC25A44		2	2	200	1.0%	No
SLC16A4		4	4	1525	0.3%	No
CPA3		1	1	200	0.5%	No
ZNF683		1	1	200	0.5%	No
ZNF681		1	1	197	0.5%	No
CPA1		1	1	200	0.5%	No
PRPF4B		3	3	597	0.5%	No
FOXP4		3	3	597	0.5%	No
TICAM1		1	1	200	0.5%	No
FOXP2		1	1	200	0.5%	No
FOXP1		13	13	2122	0.6%	Yes
FAM227A		1	1	200	0.5%	No
SLC25A52		3	3	597	0.5%	No
ZNF677		3	3	597	0.5%	No
UTRN		1	1	200	0.5%	No
ZNF675		1	1	200	0.5%	No
KPNB1		6	6	1725	0.3%	No
DSC2		1	1	200	0.5%	No
KIAA0408		1	1	200	0.5%	No
DSC3		1	1	200	0.5%	No
ZNF671		1	1	150	0.7%	No
CPB2		3	3	1725	0.2%	No
MAX		7	7	2122	0.3%	Yes
TROAP		3	3	597	0.5%	No
GLIS3		3	3	597	0.5%	No
STK39		1	1	200	0.5%	No
THADA		11	11	1725	0.6%	No
ACAT2		2	2	1525	0.1%	No
GLIS1		2	2	1525	0.1%	No
FOXO1		1	1	200	0.5%	Yes
GLIS2		2	2	1525	0.1%	No
NPAT		2	2	200	1.0%	No
STK33		3	3	597	0.5%	No
STK36		4	4	597	0.7%	No
DSEL		1	1	200	0.5%	No
CNTNAP3B		3	3	622	0.5%	No
CLTCL1		4	4	1525	0.3%	Yes
STK38		2	2	1525	0.1%	No
ZBBX		4	4	1525	0.3%	No
ZNF669		1	1	200	0.5%	No
E4F1		4	4	1525	0.3%	No
CPA5		1	1	200	0.5%	No
ZNF662		1	1	200	0.5%	No
FOXN4		2	2	1525	0.1%	Yes
FOXN3		2	2	1525	0.1%	No
CXCL10		1	1	200	0.5%	No
KIAA1755		1	1	200	0.5%	No
STK24		4	4	1525	0.3%	No
STK26		4	4	1525	0.3%	No
ZNF653		1	1	200	0.5%	No
POMT2		2	2	350	0.6%	No
CELF1		3	3	200	1.5%	No
CELF2		1	1	200	0.5%	No
POMT1		2	2	200	1.0%	No
MCM10		3	3	597	0.5%	No
FOXM1		1	1	200	0.5%	No
SUMO2		7	7	2122	0.3%	No
ME1		4	4	1875	0.2%	No
ZNF646		4	4	597	0.7%	No
ZNF644		4	4	1525	0.3%	No
ME2		1	1	150	0.7%	No
OVGP1		3	3	597	0.5%	No
PEG3		3	3	1725	0.2%	No
DBF4		1	1	200	0.5%	No
NPC1		6	6	2122	0.3%	No
NPC2		2	2	1525	0.1%	No
ZNF638		5	5	2122	0.2%	No
SLC25A10		1	1	200	0.5%	No
DSG3		1	1	200	0.5%	No
DSG4		2	2	1525	0.1%	No
MET		2	2	1525	0.1%	Yes
ZNF630		3	3	1725	0.2%	No
MFF		2	2	1525	0.1%	No
SLC25A26		1	1	200	0.5%	No
ZNF629		1	1	200	0.5%	No
ZNF628		2	2	1525	0.1%	No
ZNF627		1	1	200	0.5%	No
ZNF624		1	1	200	0.5%	No
SLC25A21		2	2	1525	0.1%	No
SLC25A20		2	2	1525	0.1%	No
ZNF622		1	1	200	0.5%	No
SLC25A25		1	1	200	0.5%	No
SLC25A24		3	3	1725	0.2%	No
MGA		7	7	2122	0.3%	Yes
FOXJ3		1	1	200	0.5%	No
ZNF618		2	2	1525	0.1%	No
ZNF616		4	4	597	0.7%	No
ZNF614		3	3	1725	0.2%	No
ZNF611		2	2	200	1.0%	No
SLC25A31		2	2	200	1.0%	No
FOXI2		2	2	1525	0.1%	No
FOXI1		2	1	200	0.5%	No
ZDHHC6		1	1	200	0.5%	No
ZDHHC8		2	2	1525	0.1%	No
ZDHHC3		1	1	200	0.5%	No
ZNF729		2	2	1525	0.1%	No
GOLGA6L10		4	4	1525	0.3%	No
ZNF724		2	2	1525	0.1%	No
SCAF11		6	6	1525	0.4%	No
PHYKPL		3	3	1675	0.2%	No
C22ORF42		3	3	597	0.5%	No
NSMCE1		2	2	1525	0.1%	No
MMD2		1	1	200	0.5%	No
THAP4		2	1	200	0.5%	No
SFRP4		1	1	200	0.5%	Yes
GNPAT		1	1	200	0.5%	No
THAP6		2	2	1525	0.1%	No
FNDC1		3	3	597	0.5%	No
ZNF716		2	2	1525	0.1%	No
ZNF714		2	2	1525	0.1%	No
ZNF711		12	10	1525	0.7%	No
ZNF710		2	2	1525	0.1%	No
OBI1		1	1	200	0.5%	No
TMEM87A		1	1	200	0.5%	No
FOXG1		7	7	1725	0.4%	No
EVPL		2	2	200	1.0%	No
SNX4		2	2	1525	0.1%	No
SNX1		1	1	200	0.5%	No
DSN1		1	1	200	0.5%	No
COMMD9		2	2	1525	0.1%	No
APH1B		1	1	200	0.5%	No
RBM10		2	2	1525	0.1%	Yes
SNX5		1	1	200	0.5%	No
RBM11		3	3	200	1.5%	No
SNX6		1	1	200	0.5%	No
INTS1		2	2	1525	0.1%	No
INTS3		1	1	200	0.5%	No
SNW1		1	1	200	0.5%	No
COL9A1		4	4	597	0.7%	No
TASOR2		6	6	2122	0.3%	No
INTS5		2	2	200	1.0%	No
INTS4		3	3	1725	0.2%	No
CRIPAK		3	3	597	0.5%	No
INTS7		1	1	200	0.5%	No
INTS6		3	3	1725	0.2%	Yes
INTS9		1	1	200	0.5%	No
GLIPR1L2		1	1	200	0.5%	No
FKBP10		1	1	200	0.5%	No
FOXE3		2	2	1525	0.1%	No
FOXE1		6	6	1525	0.4%	No
FKBP15		2	1	200	0.5%	No
CCDC127		1	1	200	0.5%	No
SUV39H1		3	3	1725	0.2%	No
REV3L		7	7	1725	0.4%	Yes
ACADS		1	1	200	0.5%	No
UTP14C		2	2	1525	0.1%	No
SBSPON		5	5	2122	0.2%	No
FOXD4		2	2	1525	0.1%	No
ACAD8		2	2	1525	0.1%	No
FOXD2		2	2	1525	0.1%	No
CCDC110		1	1	200	0.5%	No
DBNL		3	3	1725	0.2%	No
CCDC116		2	2	1525	0.1%	No
MME		1	1	200	0.5%	No
MMD		1	1	200	0.5%	No
CCDC113		2	2	1525	0.1%	No
TMEM150C		2	2	1525	0.1%	No
MN1		7	7	1725	0.4%	Yes
CSDE1		5	5	1725	0.3%	Yes
FOXC2		2	2	1525	0.1%	No
SPINDOC		1	1	200	0.5%	No
SATB2		7	7	1725	0.4%	No
HEATR1		4	3	1725	0.2%	No
DOT1L		3	3	1675	0.2%	Yes
CPN2		1	1	200	0.5%	No
MNT		2	2	1525	0.1%	No
SERTAD4		1	1	200	0.5%	No
CYP2A13		3	3	1725	0.2%	No
PES1		2	2	1525	0.1%	No
HEATR3		4	4	1725	0.2%	No
HEATR4		3	3	597	0.5%	No
FOXB1		2	2	1525	0.1%	No
NPM1		537	531	2272	23.4%	Yes
NPM2		3	3	597	0.5%	No
MOG		1	1	200	0.5%	No
CAVIN3		2	2	1525	0.1%	No
PPP1CA		2	2	1525	0.1%	No
KGD4		2	2	1525	0.1%	No
ALDH4A1		1	1	200	0.5%	No
GFI1B		2	2	1525	0.1%	No
PER3		1	1	200	0.5%	No
EPPK1		7	7	597	1.2%	No
ESYT1		6	6	1725	0.3%	No
ENGASE		1	1	200	0.5%	No
FOXA1		2	2	1525	0.1%	Yes
CCDC169		1	1	150	0.7%	No
MPI		4	4	597	0.7%	No
MPL		14	14	2122	0.7%	Yes
CPOX		1	1	200	0.5%	No
MPO		2	2	1525	0.1%	No
CAPN6		7	7	2122	0.3%	No
DUOXA2		4	4	597	0.7%	No
CAPN5		2	2	1525	0.1%	No
CAPN2		1	1	200	0.5%	No
CAPN3		2	2	1525	0.1%	No
SNIP1		1	1	200	0.5%	No
ARHGEF40		2	2	1525	0.1%	No
ACAA1		1	1	200	0.5%	No
ADPRHL1		5	5	1725	0.3%	No
CCDC157		2	2	1525	0.1%	No
THEMIS		2	2	1525	0.1%	No
PCOLCE		2	2	1525	0.1%	No
RPGRIP1L		1	1	200	0.5%	No
NPNT		7	7	2122	0.3%	No
WBP11		2	2	1525	0.1%	No
TANC1		4	4	1725	0.2%	No
CCDC150		6	6	2122	0.3%	No
DPEP3		2	1	200	0.5%	No
ARHGEF26		3	3	1725	0.2%	No
NPR1		4	4	1725	0.2%	No
ARHGEF25		1	1	622	0.2%	No
ARHGEF28		7	7	2122	0.3%	Yes
NPR2		3	3	1725	0.2%	No
NPR3		4	4	1525	0.3%	No
CCDC146		1	1	200	0.5%	No
KIR2DL3		2	2	1525	0.1%	No
ACACB		4	2	200	1.0%	No
ACACA		2	2	200	1.0%	No
KASH5		1	1	200	0.5%	No
UTP20		2	2	200	1.0%	No
VARS2		6	5	597	0.8%	No
CCDC141		9	9	1725	0.5%	No
VARS1		1	1	200	0.5%	No
ZFHX3		11	11	2122	0.5%	Yes
ARPIN-AP3S2		1	1	200	0.5%	No
CCDC136		1	1	200	0.5%	No
ARHGEF39		1	1	200	0.5%	No
SLC52A3		1	1	200	0.5%	No
SLC52A1		2	2	1525	0.1%	No
MSN		1	1	200	0.5%	Yes
ZFHX4		14	14	2122	0.7%	No
BMP6		3	3	597	0.5%	No
ANKHD1		1	1	200	0.5%	No
BMP5		3	3	597	0.5%	No
BMP4		2	2	1525	0.1%	No
BMP3		5	5	1725	0.3%	No
BMP1		4	4	1525	0.3%	No
CPS1		13	13	1525	0.9%	Yes
TAB3		2	2	1525	0.1%	No
TAB1		1	1	200	0.5%	No
LSM14A		1	1	200	0.5%	No
RBM27		3	3	1725	0.2%	No
RBM28		4	4	1525	0.3%	No
CD164L2		1	1	200	0.5%	No
RBM26		1	1	200	0.5%	No
ATP2A2		3	3	597	0.5%	No
PSIP1		5	5	1525	0.3%	Yes
ATP2A1		6	6	1525	0.4%	No
MTR		1	1	200	0.5%	No
HMGB1		5	5	1725	0.3%	No
LAMC1		1	1	200	0.5%	No
SOBP		5	5	1725	0.3%	No
ARMH4		3	3	1725	0.2%	No
CPT2		1	1	200	0.5%	No
BCL7A		1	1	150	0.7%	Yes
GPER1		6	6	1525	0.4%	No
CFAP47		3	3	1725	0.2%	No
CFAP46		4	4	1525	0.3%	No
HORMAD2		2	2	1525	0.1%	No
LRRFIP2		2	1	200	0.5%	No
LRRFIP1		4	4	747	0.5%	No
CFAP43		2	2	1525	0.1%	No
ARMH3		4	4	597	0.7%	No
CFAP44		9	9	1725	0.5%	No
RBM33		8	8	1525	0.5%	No
ARHGEF11		5	5	2122	0.2%	No
HS3ST3B1		1	1	200	0.5%	No
DYNLT5		1	1	200	0.5%	No
ARHGEF10		7	7	1525	0.5%	No
RBM14		2	2	350	0.6%	No
MMP7		1	1	200	0.5%	No
ARHGEF12		1	1	200	0.5%	Yes
RBM15		1	1	200	0.5%	Yes
DYNLT1		1	1	200	0.5%	No
DYNLT2		3	3	597	0.5%	No
MMP1		2	2	1525	0.1%	No
ARHGEF17		2	2	1525	0.1%	No
MMP2		1	1	200	0.5%	No
ARHGEF19		5	5	2122	0.2%	No
ARHGEF18		1	1	200	0.5%	No
PEX1		1	1	200	0.5%	No
GPCPD1		2	2	1525	0.1%	No
MMP8		1	1	200	0.5%	No
UTP18		2	2	1525	0.1%	No
TRDN		8	8	1525	0.5%	No
GORASP1		2	2	1525	0.1%	No
CDHR1		3	3	1725	0.2%	No
IRF1		1	1	200	0.5%	Yes
PEX6		1	1	200	0.5%	No
CDHR2		3	3	597	0.5%	No
IRF2		1	1	200	0.5%	Yes
NAA35		4	4	200	2.0%	No
CDHR5		4	4	1525	0.3%	No
NAA38		1	1	200	0.5%	No
CFAP54		5	5	2122	0.2%	No
RBM23		2	2	200	1.0%	No
CFAP53		1	1	200	0.5%	No
IRF9		1	1	200	0.5%	No
PNLIPRP3		1	1	200	0.5%	No
LAMA5		3	3	597	0.5%	No
RBM47		5	5	1725	0.3%	No
CCDC186		4	4	597	0.7%	No
LAMA2		4	4	597	0.7%	No
LAMA1		4	4	597	0.7%	No
LAMA4		3	3	1725	0.2%	No
LAMA3		5	5	597	0.8%	No
DBX2		3	3	597	0.5%	No
TAF9		2	2	1525	0.1%	No
DBX1		2	2	1525	0.1%	No
RBM4B		1	1	200	0.5%	No
ATP2C2		3	3	1725	0.2%	No
ATP2C1		3	3	597	0.5%	No
RAB40A		1	1	200	0.5%	No
BMS1		1	1	200	0.5%	No
CCDC181		4	4	1725	0.2%	No
NAA25		1	1	200	0.5%	No
CCDC180		3	3	597	0.5%	No
EPS8L2		2	2	1525	0.1%	No
CCDC183		3	3	1725	0.2%	No
KRTAP10-5		2	2	200	1.0%	No
LAMB2		5	5	1725	0.3%	No
KRTAP10-8		4	4	597	0.7%	No
IRGC		3	3	1725	0.2%	No
MX1		1	1	200	0.5%	No
ATP2B4		1	1	200	0.5%	No
ATP2B3		6	5	597	0.8%	Yes
ATP2B2		4	4	597	0.7%	No
LAMB1		3	3	200	1.5%	No
ATP2B1		2	2	1525	0.1%	No
BRMS1L		2	2	1525	0.1%	No
RBM41		3	3	597	0.5%	No
TAF8		3	3	1725	0.2%	No
FAM98C		1	1	200	0.5%	No
NAA16		4	4	1525	0.3%	No
FAM98B		1	1	622	0.2%	No
NAA15		3	3	597	0.5%	No
TAF5		1	1	200	0.5%	No
FAM98A		1	1	200	0.5%	No
TAF4		4	4	1525	0.3%	No
CPVL		1	1	200	0.5%	No
TAF3		2	2	200	1.0%	No
TAF2		1	1	200	0.5%	No
CCDC171		3	3	597	0.5%	No
TAF1		2	2	200	1.0%	Yes
TRIO		15	15	2122	0.7%	No
OR11H2		2	2	200	1.0%	No
GLDC		6	6	1525	0.4%	No
DCAF8		3	3	597	0.5%	No
DCAF5		4	4	1725	0.2%	No
H2AC16		1	1	200	0.5%	Yes
DCAF4		1	1	200	0.5%	No
DCAF6		5	5	2122	0.2%	No
DCAF1		3	3	597	0.5%	No
CREB3L4		1	1	200	0.5%	No
MYC		18	18	2272	0.8%	Yes
CREB3L1		3	3	1725	0.2%	Yes
MYB		15	13	2122	0.6%	Yes
CREB3L2		1	1	200	0.5%	Yes
OR11H6		1	1	200	0.5%	No
PLCE1		15	15	2122	0.7%	No
MS4A12		1	1	200	0.5%	No
NKX2-8		2	2	1525	0.1%	No
IAH1		1	1	200	0.5%	No
PIH1D1		1	1	150	0.7%	No
TYRO3		4	4	597	0.7%	Yes
NHLRC1		1	1	200	0.5%	No
NHLRC2		1	1	200	0.5%	No
SRCAP		9	9	1875	0.5%	No
FICD		1	1	200	0.5%	No
C9ORF78		3	3	597	0.5%	No
C9ORF72		1	1	200	0.5%	No
PRDX2		1	1	200	0.5%	No
CRACR2A		1	1	200	0.5%	No
PPP4C		2	2	1525	0.1%	No
PRDX4		1	1	200	0.5%	No
PLCG2		1	1	200	0.5%	Yes
PLCG1		2	2	200	1.0%	Yes
NKX2-3		1	1	200	0.5%	No
FZD1		3	3	597	0.5%	No
DNAH12		2	2	1525	0.1%	No
DNAH11		8	8	597	1.3%	No
DNAH10		7	6	597	1.0%	No
DNAH17		4	3	200	1.5%	No
PA2G4		3	3	597	0.5%	No
FHDC1		6	6	1525	0.4%	No
C9ORF85		1	1	200	0.5%	No
SLC6A6		1	1	200	0.5%	No
SLC6A7		2	2	1525	0.1%	No
H2AC25		2	2	1525	0.1%	No
SLC6A9		4	4	597	0.7%	No
GIPC3		2	2	1525	0.1%	No
PLCH1		3	3	1725	0.2%	No
PLCH2		3	3	597	0.5%	No
CDK12		2	2	1525	0.1%	Yes
CDK13		7	7	1922	0.4%	No
CDK14		2	2	200	1.0%	No
ODAPH		1	1	200	0.5%	No
TRMO		1	1	200	0.5%	No
GLI1		4	4	597	0.7%	Yes
PFAS		4	4	1525	0.3%	No
SLC6A3		1	1	200	0.5%	No
IMPA2		3	3	1725	0.2%	No
FMC1-LUC7L2		2	2	1525	0.1%	No
PLCB3		3	3	1725	0.2%	No
PLCB4		1	1	200	0.5%	No
COL21A1		4	4	1525	0.3%	No
ZNF599		2	2	1525	0.1%	No
PLCB2		2	2	1525	0.1%	No
ZNF598		2	2	1525	0.1%	No
ZNF595		2	2	1525	0.1%	No
ZNF594		1	1	200	0.5%	No
ZNF592		1	1	200	0.5%	No
ASAH2		1	1	200	0.5%	No
PACC1		2	2	1525	0.1%	No
GCNT1		2	2	1525	0.1%	No
TANK		1	1	200	0.5%	No
GCNT4		1	1	200	0.5%	No
ZNF587		2	2	1525	0.1%	No
DTD1		2	2	1525	0.1%	No
ZNF581		1	1	200	0.5%	No
CARD9		1	1	150	0.7%	No
LAPTM5		2	2	1525	0.1%	No
CARD6		1	1	200	0.5%	No
GUCA2B		2	2	1525	0.1%	No
TRMT1		3	3	1725	0.2%	No
SULF1		4	4	597	0.7%	No
GUCA2A		3	3	597	0.5%	No
LRPPRC		1	1	200	0.5%	No
SULF2		4	4	1525	0.3%	No
FIG4		3	3	200	1.5%	No
TRMT5		7	7	1725	0.4%	No
ALMS1		5	4	597	0.7%	No
TRMT6		2	2	1525	0.1%	No
RLIM		6	6	1525	0.4%	No
FILIP1		11	10	2122	0.5%	No
SLC28A2		3	3	1725	0.2%	No
ZNF577		2	2	200	1.0%	No
SLC28A1		2	1	200	0.5%	No
PLCD4		1	1	200	0.5%	No
ZNF575		2	2	1525	0.1%	No
PHLDB1		4	4	1525	0.3%	No
CSF3R		31	29	2272	1.3%	Yes
IRS4		2	2	1525	0.1%	Yes
GUCA1A		1	1	200	0.5%	No
IRS2		9	9	1525	0.6%	Yes
YEATS4		2	2	200	1.0%	No
BEST3		1	1	200	0.5%	No
MACROD2		1	1	200	0.5%	No
LZTS2		1	1	200	0.5%	No
LZTS1		3	3	597	0.5%	No
ZNF563		2	2	1525	0.1%	No
PNISR		2	2	200	1.0%	No
SLC15A1		8	8	2122	0.4%	No
ZNF560		3	3	1525	0.2%	No
SLC15A2		1	1	200	0.5%	No
TAP2		1	1	200	0.5%	Yes
DISP1		2	2	200	1.0%	No
DISP2		2	2	1525	0.1%	No
DISP3		2	2	1525	0.1%	No
KIAA1614		2	2	200	1.0%	No
NCL		1	1	200	0.5%	No
ZNF556		1	1	200	0.5%	No
PHLDB3		2	2	1525	0.1%	No
PHLDB2		3	3	1725	0.2%	No
ZNF552		1	1	200	0.5%	No
ZNF550		1	1	200	0.5%	No
CEMIP		1	1	200	0.5%	No
KRBA2		1	1	200	0.5%	No
CT45A1		2	2	1525	0.1%	No
GLB1L2		5	5	1875	0.3%	No
STIP1		1	1	200	0.5%	No
NEUROD4		2	2	1525	0.1%	No
NEUROD6		1	1	200	0.5%	No
ZNF548		3	3	597	0.5%	No
TCP10L2		2	2	1525	0.1%	No
ZNF546		4	4	1525	0.3%	No
KIAA0319		4	3	1725	0.2%	No
SLC15A4		4	4	1525	0.3%	No
IMPG1		7	7	1725	0.4%	No
SLC15A5		2	2	1525	0.1%	No
IMPG2		4	4	597	0.7%	No
ZNF541		2	2	1525	0.1%	No
WDTC1		2	2	200	1.0%	No
NEB		6	5	597	0.8%	No
CYP4F11		1	1	200	0.5%	No
CYP4F12		6	6	2122	0.3%	No
YEATS2		4	4	597	0.7%	No
NF1		52	45	2122	2.1%	Yes
ZNF536		2	2	1525	0.1%	No
RLN3		3	3	1725	0.2%	No
ZNF532		2	2	1525	0.1%	No
ZNF530		1	1	200	0.5%	No
BNC2		3	3	597	0.5%	No
SART1		4	4	1525	0.3%	No
PPP6C		2	2	200	1.0%	Yes
ZNF527		1	1	150	0.7%	No
CNGA1		2	2	1525	0.1%	No
ZNF526		1	1	200	0.5%	No
CNGA2		3	3	1725	0.2%	No
CNGA3		8	8	2122	0.4%	No
ZNF524		2	2	1525	0.1%	No
CNGA4		4	4	1525	0.3%	No
SOST		1	1	200	0.5%	No
TASL		1	1	200	0.5%	No
SORD		3	3	150	2.0%	No
VSTM2L		1	1	200	0.5%	No
SARS1		2	2	350	0.6%	No
SARS2		1	1	903	0.1%	No
ZNF516		2	2	1525	0.1%	No
ZNF512		2	2	200	1.0%	No
SOS1		8	8	2122	0.4%	Yes
ZNF510		2	2	1525	0.1%	No
SOS2		2	1	200	0.5%	No
SMPDL3A		1	1	200	0.5%	No
ACSS3		3	3	597	0.5%	No
GLS2		1	1	200	0.5%	No
C15ORF40		1	1	200	0.5%	No
GLT6D1		2	2	1525	0.1%	No
GLRX		1	1	200	0.5%	No
C15ORF39		1	1	150	0.7%	No
NHS		1	1	200	0.5%	No
ZNF503		2	2	1525	0.1%	No
ZNF502		3	3	597	0.5%	No
ZNF500		4	4	1525	0.3%	No
UGGT2		3	3	1725	0.2%	No
ACSS1		1	1	200	0.5%	No
UGGT1		1	1	200	0.5%	No
IRX1		2	2	1525	0.1%	No
IRX2		2	2	1525	0.1%	No
SKOR1		5	5	2122	0.2%	No
IRX5		2	2	1525	0.1%	No
IRX6		2	2	1525	0.1%	No
KCNIP2		1	1	200	0.5%	No
EFL1		7	7	2122	0.3%	No
KCNJ14		4	4	1725	0.2%	No
PLCL2		1	1	200	0.5%	No
KCNJ15		2	2	1525	0.1%	No
RPGRIP1		8	8	1725	0.5%	No
NIN		4	4	1725	0.2%	Yes
GLRB		3	3	1725	0.2%	No
MNDA		3	3	597	0.5%	No
INSM2		2	2	1525	0.1%	No
PFKM		4	4	350	1.1%	No
CUL4B		2	2	1525	0.1%	No
GLTP		1	1	200	0.5%	No
ARL6IP1		3	3	200	1.5%	No
ACSM1		2	2	200	1.0%	No
DDX60L		15	15	1725	0.9%	No
PWP2		1	1	200	0.5%	No
SOX3		2	2	1525	0.1%	No
LRMDA		2	2	200	1.0%	No
SOX1		2	2	1525	0.1%	No
ZNF607		2	2	200	1.0%	No
ZNF606		1	1	150	0.7%	No
ZNF605		2	2	1525	0.1%	No
UBAP2L		1	1	200	0.5%	No
ZNF600		1	1	200	0.5%	No
SOX7		2	2	1525	0.1%	No
HABP2		1	1	200	0.5%	No
SOX5		5	5	2122	0.2%	No
ARL6IP6		2	2	1525	0.1%	No
RECQL		1	1	200	0.5%	Yes
ACSL3		3	3	200	1.5%	Yes
COL8A2		2	2	1525	0.1%	No
CENPBD1P		1	1	150	0.7%	No
PFN1		1	1	200	0.5%	No
NLK		3	3	200	1.5%	No
OTOA		4	4	597	0.7%	No
OTOG		7	7	1525	0.5%	No
MYL10		2	2	1525	0.1%	No
OTOF		2	2	200	1.0%	No
PATZ1		1	1	200	0.5%	Yes
CARMIL1		1	1	200	0.5%	No
NMB		1	1	200	0.5%	No
DTNA		1	1	200	0.5%	No
CARMIL3		1	1	200	0.5%	No
DTNB		2	2	200	1.0%	No
